-1
           JDAY!            LAT!            LON!          PRESS!           TEMP!             O3!             CO!            H2O!             NO!           JO1D!           JNO2!            NO2!           HCHO!           C2H6!           C3H8!         IC4H10!         NC4H10!           C2H4!           C3H6!           C5H8!          CH3OH!         C2H5OH!       CH3COCH3!            MEK!            MVK!           MACR!            PAN!           C2H2!        APINENE!        BPINENE!       LIMONENE!         IC5H12!         NC5H12!          M22C4!           CHEX!          M23C4!           M2PE!           M3PE!         NC6H14!         NC8H18!       TBUT2ENE!        BUT1ENE!      MEPROPENE!       CBUT2ENE!           C4H6!        BENZENE!        TOLUENE!          EBENZ!           MXYL!           PXYL!           OXYL!            NOx!
 2.28696500e+02! 1.33530000e+01! 1.11800000e+00! 6.98230000e+02! 2.85040000e+02! 4.03450000e-08! 7.76080000e-08! 1.02150000e-02! 4.49830000e-11! 6.02050000e-06! 6.35190000e-03! 0.00000000e+00! 0.00000000e+00! 5.47684342e-10! 3.05448514e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.29999986e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28697200e+02! 1.33600000e+01! 1.18570000e+00! 6.95820000e+02! 2.85050000e+02! 4.04880000e-08! 7.81000000e-08! 1.00050000e-02! 9.00450000e-11! 5.64890000e-06! 6.30580000e-03! 0.00000000e+00! 0.00000000e+00! 5.50186174e-10! 3.09948560e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.53249971e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.69999995e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.91669986e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28699300e+02! 1.34670000e+01! 1.04550000e+00! 7.18610000e+02! 2.86350000e+02! 3.25790000e-08! 8.09260000e-08! 9.76160000e-03! 1.19990000e-10! 5.05990000e-06! 5.94560000e-03! 0.00000000e+00! 0.00000000e+00! 5.64556291e-10! 3.35796599e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.02190001e-09! 0.00000000e+00! 8.51459962e-12! 3.82540007e-12! 0.00000000e+00! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.04600001e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28700000e+02! 1.34680000e+01! 9.67370000e-01! 7.05060000e+02! 2.85950000e+02! 3.72020000e-08! 7.86770000e-08! 9.39480000e-03! 9.55980000e-11! 5.00580000e-06! 5.88710000e-03! 0.00000000e+00! 0.00000000e+00! 5.53120161e-10! 3.15226109e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.03999990e-12! 0.00000000e+00! 0.00000000e+00! 8.26499980e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.09999977e-11! 0.00000000e+00! 1.42519269e-11! 9.35774895e-12! 2.06564540e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28700700e+02! 1.34640000e+01! 8.89330000e-01! 7.00980000e+02! 2.85880000e+02! 3.98760000e-08! 7.87240000e-08! 9.79500000e-03! 8.93640000e-11! 4.72190000e-06! 5.36720000e-03! 0.00000000e+00! 0.00000000e+00! 5.53359136e-10! 3.15656008e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.94000003e-12! 0.00000000e+00! 0.00000000e+00! 8.76359985e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.09999977e-11! 0.00000000e+00! 1.42489544e-11! 9.35660056e-12! 2.06546013e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28701400e+02! 1.34630000e+01! 8.17510000e-01! 6.98580000e+02! 2.85840000e+02! 4.03540000e-08! 7.88810000e-08! 9.50280000e-03! 8.58640000e-11! 4.26790000e-06! 4.57230000e-03! 0.00000000e+00! 0.00000000e+00! 5.54157442e-10! 3.17092012e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.61619998e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28702100e+02! 1.34620000e+01! 7.47840000e-01! 7.14260000e+02! 2.86260000e+02! 3.77460000e-08! 7.89270000e-08! 9.72930000e-03! 7.94330000e-11! 3.89470000e-06! 4.26850000e-03! 0.00000000e+00! 0.00000000e+00! 5.54391422e-10! 3.17512752e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 9.53410018e-10! 0.00000000e+00! 3.25286694e-12! 1.46143297e-12! 2.69999995e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.14690002e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28709000e+02! 1.34240000e+01! 4.28740000e-01! 9.05630000e+02! 2.97230000e+02! 3.33860000e-08! 1.03820000e-07! 2.61980000e-02! 1.16660000e-10! 1.91000000e-06! 2.88820000e-03! 0.00000000e+00! 0.00000000e+00! 6.80971557e-10! 5.45196562e-11! 1.46127156e-11! 1.98259846e-11! 8.03225403e-11! 1.66260790e-11! 1.22370003e-10! 0.00000000e+00! 0.00000000e+00! 1.29540001e-09! 0.00000000e+00! 4.86663869e-11! 2.18646091e-11! 0.00000000e+00! 1.57365732e-10! 1.78294445e-11! 1.07387354e-11! 2.28837036e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.57349991e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28709700e+02! 1.34280000e+01! 4.85270000e-01! 9.05820000e+02! 2.97290000e+02! 3.18910000e-08! 1.08240000e-07! 2.61450000e-02! 1.17580000e-10! 1.81060000e-06! 2.88480000e-03! 0.00000000e+00! 0.00000000e+00! 7.03447134e-10! 5.85624049e-11! 1.80003790e-11! 2.87364837e-11! 1.01131901e-10! 2.11223244e-11! 9.87649962e-11! 0.00000000e+00! 0.00000000e+00! 1.13590004e-09! 0.00000000e+00! 4.69062011e-11! 2.10738007e-11! 6.09999967e-11! 1.88421181e-10! 1.71276465e-11! 1.04678289e-11! 2.24467875e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.99999980e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28710400e+02! 1.34310000e+01! 5.42060000e-01! 9.05910000e+02! 2.97380000e+02! 3.10740000e-08! 1.06780000e-07! 2.56940000e-02! 1.10590000e-10! 1.75630000e-06! 2.80250000e-03! 0.00000000e+00! 0.00000000e+00! 6.96023073e-10! 5.72270217e-11! 1.68813765e-11! 2.57931974e-11! 9.42582262e-11! 1.96371391e-11! 9.90819995e-11! 0.00000000e+00! 0.00000000e+00! 1.06309994e-09! 0.00000000e+00! 6.49441820e-11! 2.91778199e-11! 4.39999981e-11! 1.78163054e-10! 1.71370713e-11! 1.04714666e-11! 2.24526543e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 6.67349995e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28711100e+02! 1.34340000e+01! 5.99370000e-01! 9.05900000e+02! 2.97410000e+02! 3.25030000e-08! 1.04720000e-07! 2.50820000e-02! 1.01050000e-10! 1.61120000e-06! 2.86960000e-03! 0.00000000e+00! 0.00000000e+00! 6.85548007e-10! 5.53428414e-11! 1.53025110e-11! 2.16403406e-11! 8.45597481e-11! 1.75416036e-11! 1.74199995e-11! 0.00000000e+00! 0.00000000e+00! 1.15459997e-09! 0.00000000e+00! 5.76425990e-11! 2.58973988e-11! 0.00000000e+00! 1.63689243e-10! 1.47091887e-11! 9.53425967e-12! 2.09411290e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.95200019e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28711800e+02! 1.34370000e+01! 6.56850000e-01! 9.05850000e+02! 2.97330000e+02! 3.42880000e-08! 9.97840000e-08! 2.51590000e-02! 7.80900000e-11! 1.51780000e-06! 2.67920000e-03! 0.00000000e+00! 0.00000000e+00! 6.70849987e-10! 4.82099985e-11! 4.32999990e-12! 8.41999994e-12! 3.75600002e-11! 4.78999999e-12! 3.39199988e-11! 1.55190000e-10! 0.00000000e+00! 1.14069998e-09! 1.19789997e-10! 6.47771975e-11! 2.91027983e-11! 4.19999972e-11! 1.42369991e-10! 1.51997477e-11! 9.72362382e-12! 2.12465358e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.79999981e-12! 0.00000000e+00! 2.72000001e-12! 0.00000000e+00! 0.00000000e+00! 5.25000009e-11! 0.00000000e+00! 2.58000002e-12! 4.28499987e-12! 4.28499987e-12! 0.00000000e+00! 0.00000000e+00!
 2.28712500e+02! 1.34390000e+01! 7.14330000e-01! 9.05830000e+02! 2.97250000e+02! 3.44010000e-08! 1.01320000e-07! 2.57470000e-02! 7.04710000e-11! 1.40490000e-06! 2.40050000e-03! 0.00000000e+00! 0.00000000e+00! 6.70849987e-10! 4.82099985e-11! 4.32999990e-12! 8.41999994e-12! 3.75600002e-11! 4.78999999e-12! 1.01390001e-10! 1.55190000e-10! 0.00000000e+00! 1.23919996e-09! 1.19789997e-10! 5.83539883e-11! 2.62170095e-11! 3.40000007e-11! 1.42369991e-10! 1.72056900e-11! 1.04979549e-11! 2.24953754e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.79999981e-12! 0.00000000e+00! 2.72000001e-12! 0.00000000e+00! 0.00000000e+00! 3.90610010e-11! 0.00000000e+00! 2.58000002e-12! 4.28499987e-12! 4.28499987e-12! 0.00000000e+00! 0.00000000e+00!
 2.28713200e+02! 1.34430000e+01! 7.72040000e-01! 9.05730000e+02! 2.97310000e+02! 3.60000000e-08! 9.85970000e-08! 2.58290000e-02! 6.27720000e-11! 1.25920000e-06! 1.88450000e-03! 0.00000000e+00! 0.00000000e+00! 6.54412802e-10! 4.97424393e-11! 1.06095983e-11! 9.29667888e-12! 5.57326581e-11! 1.13129827e-11! 7.40000006e-11! 0.00000000e+00! 0.00000000e+00! 1.26280009e-09! 0.00000000e+00! 8.13785983e-11! 3.65613997e-11! 0.00000000e+00! 1.20668309e-10! 1.63913605e-11! 1.01836092e-11! 2.19883989e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.68040016e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28714600e+02! 1.34500000e+01! 8.87350000e-01! 9.06020000e+02! 2.97410000e+02! 3.33280000e-08! 1.03370000e-07! 2.65630000e-02! 5.42670000e-11! 1.21090000e-06! 1.98660000e-03! 0.00000000e+00! 0.00000000e+00! 6.51780019e-10! 4.42700009e-11! 4.18999991e-12! 9.10000027e-12! 2.91499984e-11! 3.47999993e-12! 1.42029999e-10! 1.43770010e-10! 0.00000000e+00! 1.13459997e-09! 1.12029996e-10! 9.66551977e-11! 4.34247985e-11! 0.00000000e+00! 1.36289993e-10! 1.84139527e-11! 1.09643666e-11! 2.32476000e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.09000004e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 6.18679968e-11! 0.00000000e+00! 2.80000003e-12! 5.16499994e-12! 5.16499994e-12! 0.00000000e+00! 0.00000000e+00!
 2.28715300e+02! 1.34530000e+01! 9.45120000e-01! 9.05890000e+02! 2.97480000e+02! 3.37690000e-08! 1.04000000e-07! 2.68760000e-02! 5.71030000e-11! 1.25750000e-06! 2.19480000e-03! 0.00000000e+00! 0.00000000e+00! 6.81886825e-10! 5.46842953e-11! 1.47506729e-11! 2.01888558e-11! 8.11699805e-11! 1.68091843e-11! 1.77179993e-10! 0.00000000e+00! 0.00000000e+00! 1.25499999e-09! 0.00000000e+00! 9.68138972e-11! 4.34960991e-11! 3.99999964e-11! 1.58630428e-10! 1.94589917e-11! 1.13677713e-11! 2.38982098e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.11980002e-10! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28716000e+02! 1.34560000e+01! 1.00240000e+00! 9.05840000e+02! 2.97560000e+02! 3.46130000e-08! 1.01290000e-07! 2.67080000e-02! 5.23490000e-11! 1.18340000e-06! 2.41230000e-03! 0.00000000e+00! 0.00000000e+00! 6.68106570e-10! 5.22055940e-11! 1.26736208e-11! 1.47256322e-11! 6.84112975e-11! 1.40524372e-11! 1.39240008e-10! 0.00000000e+00! 0.00000000e+00! 1.21599997e-09! 0.00000000e+00! 7.35884964e-11! 3.30614980e-11! 4.39999981e-11! 1.39589659e-10! 1.83310051e-11! 1.09323462e-11! 2.31959590e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 7.56470026e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.28716700e+02! 1.34590000e+01! 1.05990000e+00! 9.05880000e+02! 2.97670000e+02! 3.46840000e-08! 1.00200000e-07! 2.64080000e-02! 5.72720000e-11! 1.21000000e-06! 2.42680000e-03! 0.00000000e+00! 0.00000000e+00! 6.55049959e-10! 4.67000015e-11! 4.81000005e-12! 7.81999986e-12! 2.92699996e-11! 2.42999999e-12! 5.18370000e-11! 1.02640001e-10! 0.00000000e+00! 1.25680000e-09! 1.09169999e-10! 6.10298062e-11! 2.74191884e-11! 4.39999981e-11! 1.32980002e-10! 1.57324362e-11! 9.92925187e-12! 2.15781733e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.76999994e-12! 0.00000000e+00! 3.17000007e-12! 0.00000000e+00! 2.09999986e-12! 5.95710009e-11! 0.00000000e+00! 2.77999997e-12! 4.94500014e-12! 4.94500014e-12! 0.00000000e+00! 0.00000000e+00!
 2.28717400e+02! 1.34620000e+01! 1.11690000e+00! 9.05770000e+02! 2.97710000e+02! 3.43910000e-08! 1.00810000e-07! 2.67500000e-02! 5.34360000e-11! 1.17740000e-06! 2.41410000e-03! 0.00000000e+00! 0.00000000e+00! 6.55049959e-10! 4.67000015e-11! 4.81000005e-12! 7.81999986e-12! 2.92699996e-11! 2.42999999e-12! 5.49420023e-11! 1.02640001e-10! 0.00000000e+00! 1.34930001e-09! 1.09169999e-10! 6.81243881e-11! 3.06066110e-11! 4.89999985e-11! 1.32980002e-10! 1.58247512e-11! 9.96488655e-12! 2.16356447e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.76999994e-12! 0.00000000e+00! 3.17000007e-12! 0.00000000e+00! 2.09999986e-12! 6.58270036e-11! 0.00000000e+00! 2.77999997e-12! 4.94500014e-12! 4.94500014e-12! 0.00000000e+00! 0.00000000e+00!
 2.28718100e+02! 1.34640000e+01! 1.17430000e+00! 9.05830000e+02! 2.97780000e+02! 3.39410000e-08! 1.00540000e-07! 2.71340000e-02! 5.07890000e-11! 1.07700000e-06! 2.34630000e-03! 0.00000000e+00! 0.00000000e+00! 6.43789966e-10! 4.20600013e-11! 4.83000012e-12! 6.92000016e-12! 2.94500015e-11! 3.47999993e-12! 5.65309986e-11! 8.99399999e-11! 0.00000000e+00! 1.24019994e-09! 1.03709999e-10! 7.49960996e-11! 3.36938984e-11! 4.89999985e-11! 1.34089989e-10! 1.58719930e-11! 9.98312370e-12! 2.16650569e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.77999975e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.23000004e-12! 1.06410006e-10! 4.21999978e-12! 1.65000002e-12! 5.34499962e-12! 5.34499962e-12! 0.00000000e+00! 0.00000000e+00!
 2.28718800e+02! 1.34670000e+01! 1.23180000e+00! 9.05910000e+02! 2.97960000e+02! 3.36430000e-08! 1.02050000e-07! 2.67280000e-02! 4.52930000e-11! 1.04430000e-06! 2.29650000e-03! 0.00000000e+00! 0.00000000e+00! 6.57049970e-10! 5.09770004e-11! 4.74779981e-12! 7.02780022e-12! 3.13640017e-11! 5.25439978e-12! 2.59220007e-11! 1.01289997e-10! 0.00000000e+00! 1.15459997e-09! 9.97619973e-11! 6.61047606e-11! 2.96992396e-11! 4.89999985e-11! 1.36160000e-10! 1.49619605e-11! 9.63183439e-12! 2.10984979e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.88220012e-12! 0.00000000e+00! 2.85999978e-12! 0.00000000e+00! 2.84999997e-12! 6.34709993e-11! 4.37220008e-12! 2.97999993e-12! 3.39499999e-12! 3.39499999e-12! 0.00000000e+00! 0.00000000e+00!
 2.29450000e+02! 1.28580000e+01! 2.53100000e+00! 6.96790000e+02! 2.83250000e+02! 3.18460000e-08! 7.77810000e-08! 7.78020000e-03! 1.32060000e-10! 9.97950000e-05! 1.17970000e-02! 0.00000000e+00! 0.00000000e+00! 5.48564028e-10! 3.07030859e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 8.38179959e-12! 0.00000000e+00! 0.00000000e+00! 9.97290028e-10! 0.00000000e+00! 1.61839500e-11! 7.27104965e-12! 0.00000000e+00! 0.00000000e+00! 1.44404749e-11! 9.43053188e-12! 2.07738375e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.80359998e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.29450700e+02! 1.28070000e+01! 2.57460000e+00! 6.96820000e+02! 2.83100000e+02! 3.18930000e-08! 7.77120000e-08! 7.95960000e-03! 7.60570000e-11! 1.04120000e-04! 1.21730000e-02! 0.00000000e+00! 0.00000000e+00! 5.48213142e-10! 3.06399732e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.60979997e-11! 0.00000000e+00! 0.00000000e+00! 1.06109999e-09! 0.00000000e+00! 1.75101305e-11! 7.86687035e-12! 6.99999997e-12! 0.00000000e+00! 1.46698834e-11! 9.51908777e-12! 2.09166608e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.22299991e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.29451400e+02! 1.27560000e+01! 2.61830000e+00! 6.96790000e+02! 2.83150000e+02! 3.21740000e-08! 7.84580000e-08! 8.02360000e-03! 3.88540000e-11! 9.98340000e-05! 1.16850000e-02! 0.00000000e+00! 0.00000000e+00! 5.52006552e-10! 3.13223024e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.28850004e-11! 0.00000000e+00! 0.00000000e+00! 1.13740006e-09! 0.00000000e+00! 9.08315957e-12! 4.08083983e-12! 6.99999997e-12! 0.00000000e+00! 1.45743591e-11! 9.48221276e-12! 2.08571892e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.22620004e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.29452100e+02! 1.27050000e+01! 2.66100000e+00! 6.96810000e+02! 2.83140000e+02! 3.17170000e-08! 7.73400000e-08! 7.89220000e-03! 5.97910000e-11! 9.32950000e-05! 1.12110000e-02! 0.00000000e+00! 0.00000000e+00! 5.46321544e-10! 3.02997245e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 6.74100012e-11! 0.00000000e+00! 0.00000000e+00! 1.02359998e-09! 0.00000000e+00! 1.32569693e-11! 5.95602951e-12! 0.00000000e+00! 0.00000000e+00! 1.61954339e-11! 1.01079778e-11! 2.18664201e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.09840000e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.29452800e+02! 1.26430000e+01! 2.66070000e+00! 6.96530000e+02! 2.83140000e+02! 3.13670000e-08! 7.60650000e-08! 7.78250000e-03! 2.99040000e-11! 9.35630000e-05! 1.10270000e-02! 0.00000000e+00! 0.00000000e+00! 5.39838174e-10! 2.91335463e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.24749984e-11! 0.00000000e+00! 0.00000000e+00! 1.06599995e-09! 0.00000000e+00! 8.25722997e-12! 3.70976990e-12! 0.00000000e+00! 0.00000000e+00! 1.51567873e-11! 9.70704073e-12! 2.12197915e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.23279997e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
